Well;Well Name;Replicate;Well Type;Threshold (dRn);Ct (dRn);Quantity (copies);RSqdRn;Slope (dRn)
A01;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;26.6746062346222;300000;RSq (dRn);Slope (dRn)
A02;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;27.1735860589686;300000;RSq (dRn);Slope (dRn)
A03;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;25.475560761038;300000;RSq (dRn);Slope (dRn)
A04;Unkn09_MST1023_3uL_Qty or ID;Unkn09;Unkn09;Treshold;28.6565227087572;89692.9791999663;RSq (dRn);Slope (dRn)
A05;Unkn09_MST1023_3uL_Qty or ID;Unkn09;Unkn09;Treshold;28.7796918785153;83084.4830750354;RSq (dRn);Slope (dRn)
A06;Unkn09_MST1023_3uL_Qty or ID;Unkn09;Unkn09;Treshold;28.8761946527982;78248.7860921837;RSq (dRn);Slope (dRn)
A07;Unkn17_MST147_3uL_Qty or ID;Unkn17;Unkn17;Treshold;36.3767454941513;740.241037934686;RSq (dRn);Slope (dRn)
A08;Unkn17_MST147_3uL_Qty or ID;Unkn17;Unkn17;Treshold;35.760030890231;1085.92601659818;RSq (dRn);Slope (dRn)
A09;Unkn17_MST147_3uL_Qty or ID;Unkn17;Unkn17;Treshold;35.6169750913729;1186.87610546911;RSq (dRn);Slope (dRn)
A10;Unkn25_NaN_3uL_Qty or ID;Unkn25;Unkn25;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A11;Unkn25_NaN_3uL_Qty or ID;Unkn25;Unkn25;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A12;Unkn25_NaN_3uL_Qty or ID;Unkn25;Unkn25;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B01;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;30.4661480284782;30000;RSq (dRn);Slope (dRn)
B02;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;30.9789875153626;30000;RSq (dRn);Slope (dRn)
B03;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;30.1023681731408;30000;RSq (dRn);Slope (dRn)
B04;Unkn10_MST082_3uL_Qty or ID;Unkn10;Unkn10;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B05;Unkn10_MST082_3uL_Qty or ID;Unkn10;Unkn10;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B06;Unkn10_MST082_3uL_Qty or ID;Unkn10;Unkn10;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B07;Unkn18_MST452_3uL_Qty or ID;Unkn18;Unkn18;Treshold;39.8993977662106;82.9368414295631;RSq (dRn);Slope (dRn)
B08;Unkn18_MST452_3uL_Qty or ID;Unkn18;Unkn18;Treshold;38.2362933225518;233.106370831819;RSq (dRn);Slope (dRn)
B09;Unkn18_MST452_3uL_Qty or ID;Unkn18;Unkn18;Treshold;38.8605342178598;158.159765445526;RSq (dRn);Slope (dRn)
B10;Unkn26_NaN_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B11;Unkn26_NaN_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B12;Unkn26_NaN_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C01;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;32.3565600610671;3000;RSq (dRn);Slope (dRn)
C02;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;35.9292873049125;3000;RSq (dRn);Slope (dRn)
C03;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;35.9571133912955;3000;RSq (dRn);Slope (dRn)
C04;Unkn11_MST252_3uL_Qty or ID;Unkn11;Unkn11;Treshold;38.6940152905452;175.401352865577;RSq (dRn);Slope (dRn)
C05;Unkn11_MST252_3uL_Qty or ID;Unkn11;Unkn11;Treshold;37.5424542318953;358.751806476711;RSq (dRn);Slope (dRn)
C06;Unkn11_MST252_3uL_Qty or ID;Unkn11;Unkn11;Treshold;38.2868230968259;225.900992524294;RSq (dRn);Slope (dRn)
C07;Unkn19_MST1003_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C08;Unkn19_MST1003_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C09;Unkn19_MST1003_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C10;Unkn27_NaN_3uL_Qty or ID;Unkn27;Unkn27;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C11;Unkn27_NaN_3uL_Qty or ID;Unkn27;Unkn27;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C12;Unkn27_NaN_3uL_Qty or ID;Unkn27;Unkn27;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D01;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;NaN;300;RSq (dRn);Slope (dRn)
D02;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;NaN;300;RSq (dRn);Slope (dRn)
D03;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;36.4875195492117;300;RSq (dRn);Slope (dRn)
D04;Unkn12_MST203_3uL_Qty or ID;Unkn12;Unkn12;Treshold;38.8303008030457;161.159096865962;RSq (dRn);Slope (dRn)
D05;Unkn12_MST203_3uL_Qty or ID;Unkn12;Unkn12;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D06;Unkn12_MST203_3uL_Qty or ID;Unkn12;Unkn12;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D07;Unkn20_MST504_3uL_Qty or ID;Unkn20;Unkn20;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D08;Unkn20_MST504_3uL_Qty or ID;Unkn20;Unkn20;Treshold;39.9488974067997;80.4247057015167;RSq (dRn);Slope (dRn)
D09;Unkn20_MST504_3uL_Qty or ID;Unkn20;Unkn20;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D10;Unkn28_NaN_3uL_Qty or ID;Unkn28;Unkn28;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D11;Unkn28_NaN_3uL_Qty or ID;Unkn28;Unkn28;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D12;Unkn28_NaN_3uL_Qty or ID;Unkn28;Unkn28;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E01;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;NaN;30;RSq (dRn);Slope (dRn)
E02;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;NaN;30;RSq (dRn);Slope (dRn)
