Well;Well Name;Replicate;Well Type;Threshold (dRn);Ct (dRn);Quantity (copies);RSqdRn;Slope (dRn)
A01;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;23.9568570439118;300000;RSq (dRn);Slope (dRn)
A02;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;23.8158707473635;300000;RSq (dRn);Slope (dRn)
A03;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;23.6672059399207;300000;RSq (dRn);Slope (dRn)
A04;Unkn09_MST0505_3uL_Qty or ID;Unkn09;Unkn09;Treshold;31.7399422107813;2125.70269793323;RSq (dRn);Slope (dRn)
A05;Unkn09_MST0505_3uL_Qty or ID;Unkn09;Unkn09;Treshold;32.1692610664218;1615.12732410413;RSq (dRn);Slope (dRn)
A06;Unkn09_MST0505_3uL_Qty or ID;Unkn09;Unkn09;Treshold;32.3068535926296;1479.01858563778;RSq (dRn);Slope (dRn)
A07;Unkn17_MST0427_3uL_Qty or ID;Unkn17;Unkn17;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A08;Unkn17_MST0427_3uL_Qty or ID;Unkn17;Unkn17;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A09;Unkn17_MST0427_3uL_Qty or ID;Unkn17;Unkn17;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A10;Unkn25_MST0185_3uL_Qty or ID;Unkn25;Unkn25;Treshold;32.2776338549107;1506.92966790943;RSq (dRn);Slope (dRn)
A11;Unkn25_MST0185_3uL_Qty or ID;Unkn25;Unkn25;Treshold;32.3604909855466;1429.12196118162;RSq (dRn);Slope (dRn)
A12;Unkn25_MST0185_3uL_Qty or ID;Unkn25;Unkn25;Treshold;32.3358455545652;1451.83603750757;RSq (dRn);Slope (dRn)
B01;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;27.5137294618521;30000;RSq (dRn);Slope (dRn)
B02;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;27.2341802531354;30000;RSq (dRn);Slope (dRn)
B03;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;28.0707672847105;30000;RSq (dRn);Slope (dRn)
B04;Unkn10_MST0486_3uL_Qty or ID;Unkn10;Unkn10;Treshold;36.538485991531;98.6553816319722;RSq (dRn);Slope (dRn)
B05;Unkn10_MST0486_3uL_Qty or ID;Unkn10;Unkn10;Treshold;36.1597131740844;125.710398540387;RSq (dRn);Slope (dRn)
B06;Unkn10_MST0486_3uL_Qty or ID;Unkn10;Unkn10;Treshold;37.8645083463345;42.2334033449596;RSq (dRn);Slope (dRn)
B07;Unkn18_MST0471_3uL_Qty or ID;Unkn18;Unkn18;Treshold;39.4357243673993;15.4546397034449;RSq (dRn);Slope (dRn)
B08;Unkn18_MST0471_3uL_Qty or ID;Unkn18;Unkn18;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B09;Unkn18_MST0471_3uL_Qty or ID;Unkn18;Unkn18;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B10;Unkn26_MST0562_3uL_Qty or ID;Unkn26;Unkn26;Treshold;36.9340935034996;76.5935970340878;RSq (dRn);Slope (dRn)
B11;Unkn26_MST0562_3uL_Qty or ID;Unkn26;Unkn26;Treshold;36.8805330001749;79.2639002826047;RSq (dRn);Slope (dRn)
B12;Unkn26_MST0562_3uL_Qty or ID;Unkn26;Unkn26;Treshold;37.3519284790782;58.6256616058368;RSq (dRn);Slope (dRn)
C01;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;30.4932166839044;3000;RSq (dRn);Slope (dRn)
C02;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;31.0360082748887;3000;RSq (dRn);Slope (dRn)
C03;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;31.3577694052318;3000;RSq (dRn);Slope (dRn)
C04;Unkn11_MST0282_3uL_Qty or ID;Unkn11;Unkn11;Treshold;36.0914015058839;131.326725071649;RSq (dRn);Slope (dRn)
C05;Unkn11_MST0282_3uL_Qty or ID;Unkn11;Unkn11;Treshold;37.1087360443329;68.4958350932406;RSq (dRn);Slope (dRn)
C06;Unkn11_MST0282_3uL_Qty or ID;Unkn11;Unkn11;Treshold;36.8512265617725;80.7641974735909;RSq (dRn);Slope (dRn)
C07;Unkn19_MST0482_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C08;Unkn19_MST0482_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C09;Unkn19_MST0482_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C10;Unkn27_MST0189_3uL_Qty or ID;Unkn27;Unkn27;Treshold;32.5318549062765;1280.71362433744;RSq (dRn);Slope (dRn)
C11;Unkn27_MST0189_3uL_Qty or ID;Unkn27;Unkn27;Treshold;32.8019510068185;1077.45673885279;RSq (dRn);Slope (dRn)
C12;Unkn27_MST0189_3uL_Qty or ID;Unkn27;Unkn27;Treshold;33.0023225568396;947.811918644069;RSq (dRn);Slope (dRn)
D01;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;35.1696914632899;300;RSq (dRn);Slope (dRn)
D02;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;34.7652827896411;300;RSq (dRn);Slope (dRn)
D03;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;35.4114174083491;300;RSq (dRn);Slope (dRn)
D04;Unkn12_MST0293_3uL_Qty or ID;Unkn12;Unkn12;Treshold;36.4883768212165;101.869628997533;RSq (dRn);Slope (dRn)
D05;Unkn12_MST0293_3uL_Qty or ID;Unkn12;Unkn12;Treshold;36.3694292545701;109.925118432323;RSq (dRn);Slope (dRn)
D06;Unkn12_MST0293_3uL_Qty or ID;Unkn12;Unkn12;Treshold;36.0490809727256;134.931333491297;RSq (dRn);Slope (dRn)
D07;Unkn20_MST0518_3uL_Qty or ID;Unkn20;Unkn20;Treshold;35.9528781921818;143.497682483288;RSq (dRn);Slope (dRn)
D08;Unkn20_MST0518_3uL_Qty or ID;Unkn20;Unkn20;Treshold;36.0667614917201;133.413533986884;RSq (dRn);Slope (dRn)
D09;Unkn20_MST0518_3uL_Qty or ID;Unkn20;Unkn20;Treshold;37.0647428686207;70.4512403854429;RSq (dRn);Slope (dRn)
D10;Unkn28_MST0292_3uL_Qty or ID;Unkn28;Unkn28;Treshold;36.3023580228215;114.745105735056;RSq (dRn);Slope (dRn)
D11;Unkn28_MST0292_3uL_Qty or ID;Unkn28;Unkn28;Treshold;35.9728363644371;141.676906879324;RSq (dRn);Slope (dRn)
D12;Unkn28_MST0292_3uL_Qty or ID;Unkn28;Unkn28;Treshold;35.5697796688465;183.35691899577;RSq (dRn);Slope (dRn)
E01;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;37.7792013148824;30;RSq (dRn);Slope (dRn)
E02;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;40.2660900189609;30;RSq (dRn);Slope (dRn)
E03;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;40.2306485277857;30;RSq (dRn);Slope (dRn)
E04;Unkn13_MST0275_3uL_Qty or ID;Unkn13;Unkn13;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E05;Unkn13_MST0275_3uL_Qty or ID;Unkn13;Unkn13;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E06;Unkn13_MST0275_3uL_Qty or ID;Unkn13;Unkn13;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E07;Unkn21_MST0560_3uL_Qty or ID;Unkn21;Unkn21;Treshold;38.4367593647753;29.2848801808142;RSq (dRn);Slope (dRn)
E08;Unkn21_MST0560_3uL_Qty or ID;Unkn21;Unkn21;Treshold;39.2210961149283;17.7295658755446;RSq (dRn);Slope (dRn)
E09;Unkn21_MST0560_3uL_Qty or ID;Unkn21;Unkn21;Treshold;40.1570212572555;9.74160592793427;RSq (dRn);Slope (dRn)
E10;Unkn29_MST0489_3uL_Qty or ID;Unkn29;Unkn29;Treshold;30.7341738495937;4045.54982600465;RSq (dRn);Slope (dRn)
E11;Unkn29_MST0489_3uL_Qty or ID;Unkn29;Unkn29;Treshold;30.7852420264473;3915.49911032851;RSq (dRn);Slope (dRn)
E12;Unkn29_MST0489_3uL_Qty or ID;Unkn29;Unkn29;Treshold;31.5799394436081;2354.84777871503;RSq (dRn);Slope (dRn)
F01;Std06_std1E0_3uL_Qty or ID;Std06;Std06;Treshold;NaN;3;RSq (dRn);Slope (dRn)
F02;Std06_std1E0_3uL_Qty or ID;Std06;Std06;Treshold;NaN;3;RSq (dRn);Slope (dRn)
F03;Std06_std1E0_3uL_Qty or ID;Std06;Std06;Treshold;39.2523586955263;3;RSq (dRn);Slope (dRn)
F04;Unkn14_MST0191_3uL_Qty or ID;Unkn14;Unkn14;Treshold;39.1804986735994;18.1961287249286;RSq (dRn);Slope (dRn)
F05;Unkn14_MST0191_3uL_Qty or ID;Unkn14;Unkn14;Treshold;39.466186926935;15.1563347034691;RSq (dRn);Slope (dRn)
F06;Unkn14_MST0191_3uL_Qty or ID;Unkn14;Unkn14;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F07;Unkn22_MST0450_3uL_Qty or ID;Unkn22;Unkn22;Treshold;39.1483398502802;18.57441062664;RSq (dRn);Slope (dRn)
F08;Unkn22_MST0450_3uL_Qty or ID;Unkn22;Unkn22;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F09;Unkn22_MST0450_3uL_Qty or ID;Unkn22;Unkn22;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F10;Unkn30_MST0183_3uL_Qty or ID;Unkn30;Unkn30;Treshold;33.0803537568665;901.653073085736;RSq (dRn);Slope (dRn)
F11;Unkn30_MST0183_3uL_Qty or ID;Unkn30;Unkn30;Treshold;33.2158593439469;826.772907021028;RSq (dRn);Slope (dRn)
F12;Unkn30_MST0183_3uL_Qty or ID;Unkn30;Unkn30;Treshold;33.4567889433838;708.661121944055;RSq (dRn);Slope (dRn)
