Well;Well Name;Replicate;Well Type;Threshold (dRn);Ct (dRn);Quantity (copies);RSqdRn;Slope (dRn)
A01;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;19.5188174987441;300000;RSq (dRn);Slope (dRn)
A02;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;19.4416412081367;300000;RSq (dRn);Slope (dRn)
A03;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;19.4168245669608;300000;RSq (dRn);Slope (dRn)
A04;Unkn09_MST0182_3uL_Qty or ID;Unkn09;Unkn09;Treshold;37.3429379280227;5.76835189566082;RSq (dRn);Slope (dRn)
A05;Unkn09_MST0182_3uL_Qty or ID;Unkn09;Unkn09;Treshold;37.5961453904373;4.96389102941558;RSq (dRn);Slope (dRn)
A06;Unkn09_MST0182_3uL_Qty or ID;Unkn09;Unkn09;Treshold;36.8633691895512;7.66645935525396;RSq (dRn);Slope (dRn)
A07;Unkn17_MST0414_3uL_Qty or ID;Unkn17;Unkn17;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A08;Unkn17_MST0414_3uL_Qty or ID;Unkn17;Unkn17;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A09;Unkn17_MST0414_3uL_Qty or ID;Unkn17;Unkn17;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A10;Unkn25_MST0473_3uL_Qty or ID;Unkn25;Unkn25;Treshold;40.3511598157897;0.968489679242556;RSq (dRn);Slope (dRn)
A11;Unkn25_MST0473_3uL_Qty or ID;Unkn25;Unkn25;Treshold;39.0985743768017;2.03599711481765;RSq (dRn);Slope (dRn)
A12;Unkn25_MST0473_3uL_Qty or ID;Unkn25;Unkn25;Treshold;39.8418687213054;1.31007135340744;RSq (dRn);Slope (dRn)
B01;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;23.0363957712011;30000;RSq (dRn);Slope (dRn)
B02;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;22.4620508292331;30000;RSq (dRn);Slope (dRn)
B03;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;23.0428503316477;30000;RSq (dRn);Slope (dRn)
B04;Unkn10_MST0476_3uL_Qty or ID;Unkn10;Unkn10;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B05;Unkn10_MST0476_3uL_Qty or ID;Unkn10;Unkn10;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B06;Unkn10_MST0476_3uL_Qty or ID;Unkn10;Unkn10;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B07;Unkn18_MST0187_3uL_Qty or ID;Unkn18;Unkn18;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B08;Unkn18_MST0187_3uL_Qty or ID;Unkn18;Unkn18;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B09;Unkn18_MST0187_3uL_Qty or ID;Unkn18;Unkn18;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B10;Unkn26_MST0144_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B11;Unkn26_MST0144_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B12;Unkn26_MST0144_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C01;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;26.2565379884542;3000;RSq (dRn);Slope (dRn)
C02;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;26.5595144459913;3000;RSq (dRn);Slope (dRn)
C03;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;26.6486307017445;3000;RSq (dRn);Slope (dRn)
C04;Unkn11_MST0269_3uL_Qty or ID;Unkn11;Unkn11;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C05;Unkn11_MST0269_3uL_Qty or ID;Unkn11;Unkn11;Treshold;40.9313839965059;0.686470321674922;RSq (dRn);Slope (dRn)
C06;Unkn11_MST0269_3uL_Qty or ID;Unkn11;Unkn11;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C07;Unkn19_MST0483_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C08;Unkn19_MST0483_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C09;Unkn19_MST0483_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C10;Unkn27_MST0188_3uL_Qty or ID;Unkn27;Unkn27;Treshold;33.3594110896701;61.2716573460798;RSq (dRn);Slope (dRn)
C11;Unkn27_MST0188_3uL_Qty or ID;Unkn27;Unkn27;Treshold;33.393883936922;60.0314699560548;RSq (dRn);Slope (dRn)
C12;Unkn27_MST0188_3uL_Qty or ID;Unkn27;Unkn27;Treshold;33.8607831174875;45.5092552272625;RSq (dRn);Slope (dRn)
D01;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;30.2443237589223;300;RSq (dRn);Slope (dRn)
D02;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;30.6033400341161;300;RSq (dRn);Slope (dRn)
D03;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;30.709787150556;300;RSq (dRn);Slope (dRn)
D04;Unkn12_MST0158_3uL_Qty or ID;Unkn12;Unkn12;Treshold;35.2426800794697;20.0495786957521;RSq (dRn);Slope (dRn)
D05;Unkn12_MST0158_3uL_Qty or ID;Unkn12;Unkn12;Treshold;35.5400368455079;16.807468802658;RSq (dRn);Slope (dRn)
D06;Unkn12_MST0158_3uL_Qty or ID;Unkn12;Unkn12;Treshold;35.2490684884962;19.973745624676;RSq (dRn);Slope (dRn)
D07;Unkn20_MST0170_3uL_Qty or ID;Unkn20;Unkn20;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D08;Unkn20_MST0170_3uL_Qty or ID;Unkn20;Unkn20;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D09;Unkn20_MST0170_3uL_Qty or ID;Unkn20;Unkn20;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D10;Unkn28_MST0521_3uL_Qty or ID;Unkn28;Unkn28;Treshold;36.5922678043023;9.00397022665079;RSq (dRn);Slope (dRn)
D11;Unkn28_MST0521_3uL_Qty or ID;Unkn28;Unkn28;Treshold;37.5976329397763;4.95951293308161;RSq (dRn);Slope (dRn)
D12;Unkn28_MST0521_3uL_Qty or ID;Unkn28;Unkn28;Treshold;37.6625298916371;4.77222306554503;RSq (dRn);Slope (dRn)
