Well;Well Name;Replicate;Well Type;Threshold (dRn);Ct (dRn);Quantity (copies);RSqdRn;Slope (dRn)
A01;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;19.4288561835414;300000;RSq (dRn);Slope (dRn)
A02;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;19.5233242288019;300000;RSq (dRn);Slope (dRn)
A03;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;19.499243642385;300000;RSq (dRn);Slope (dRn)
A04;Unkn09_MST0379_3uL_Qty or ID;Unkn09;Unkn09;Treshold;38.7151242002489;2.33319897419304;RSq (dRn);Slope (dRn)
A05;Unkn09_MST0379_3uL_Qty or ID;Unkn09;Unkn09;Treshold;39.6550368862972;1.31384713920263;RSq (dRn);Slope (dRn)
A06;Unkn09_MST0379_3uL_Qty or ID;Unkn09;Unkn09;Treshold;39.5770251197469;1.37798774043199;RSq (dRn);Slope (dRn)
A07;Unkn17_MST0530_3uL_Qty or ID;Unkn17;Unkn17;Treshold;39.5355672618201;1.41333868115743;RSq (dRn);Slope (dRn)
A08;Unkn17_MST0530_3uL_Qty or ID;Unkn17;Unkn17;Treshold;38.5397203065726;2.59714027071621;RSq (dRn);Slope (dRn)
A09;Unkn17_MST0530_3uL_Qty or ID;Unkn17;Unkn17;Treshold;39.1444091417786;1.79490105373819;RSq (dRn);Slope (dRn)
A10;Unkn25_MST0353_3uL_Qty or ID;Unkn25;Unkn25;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A11;Unkn25_MST0353_3uL_Qty or ID;Unkn25;Unkn25;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A12;Unkn25_MST0353_3uL_Qty or ID;Unkn25;Unkn25;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B01;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;23.2698538702316;30000;RSq (dRn);Slope (dRn)
B02;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;22.9364134423571;30000;RSq (dRn);Slope (dRn)
B03;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;23.1161575184938;30000;RSq (dRn);Slope (dRn)
B04;Unkn10_MST0367_3uL_Qty or ID;Unkn10;Unkn10;Treshold;31.6437081672976;175.53363271185;RSq (dRn);Slope (dRn)
B05;Unkn10_MST0367_3uL_Qty or ID;Unkn10;Unkn10;Treshold;31.7787798569786;161.628859704708;RSq (dRn);Slope (dRn)
B06;Unkn10_MST0367_3uL_Qty or ID;Unkn10;Unkn10;Treshold;31.4733666103087;194.787315945052;RSq (dRn);Slope (dRn)
B07;Unkn18_MST0384_3uL_Qty or ID;Unkn18;Unkn18;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B08;Unkn18_MST0384_3uL_Qty or ID;Unkn18;Unkn18;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B09;Unkn18_MST0384_3uL_Qty or ID;Unkn18;Unkn18;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B10;Unkn26_MST0378_3uL_Qty or ID;Unkn26;Unkn26;Treshold;33.9812369097353;42.081802988162;RSq (dRn);Slope (dRn)
B11;Unkn26_MST0378_3uL_Qty or ID;Unkn26;Unkn26;Treshold;34.3238277610296;34.1340211596119;RSq (dRn);Slope (dRn)
B12;Unkn26_MST0378_3uL_Qty or ID;Unkn26;Unkn26;Treshold;34.649400949922;27.9766831748242;RSq (dRn);Slope (dRn)
C01;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;26.7089248538447;3000;RSq (dRn);Slope (dRn)
C02;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;26.5573294596419;3000;RSq (dRn);Slope (dRn)
C03;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;27.0513296165072;3000;RSq (dRn);Slope (dRn)
C04;Unkn11_MST0502_3uL_Qty or ID;Unkn11;Unkn11;Treshold;34.3856777916329;32.8681662481959;RSq (dRn);Slope (dRn)
C05;Unkn11_MST0502_3uL_Qty or ID;Unkn11;Unkn11;Treshold;34.3151979880266;34.3144761908726;RSq (dRn);Slope (dRn)
C06;Unkn11_MST0502_3uL_Qty or ID;Unkn11;Unkn11;Treshold;34.8845811063294;24.2320911231115;RSq (dRn);Slope (dRn)
