Well;Well Name;Replicate;Well Type;Threshold (dRn);Ct (dRn);Quantity (copies);RSqdRn;Slope (dRn)
A01;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;20.0867209607575;300000;RSq (dRn);Slope (dRn)
A02;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;20.0278293291424;300000;RSq (dRn);Slope (dRn)
A03;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;19.9177011690489;300000;RSq (dRn);Slope (dRn)
A04;Unkn09_MST0182_3uL_Qty or ID;Unkn09;Unkn09;Treshold;31.2471663513134;247.579093942165;RSq (dRn);Slope (dRn)
A05;Unkn09_MST0182_3uL_Qty or ID;Unkn09;Unkn09;Treshold;31.1653670871874;260.3526946945;RSq (dRn);Slope (dRn)
A06;Unkn09_MST0182_3uL_Qty or ID;Unkn09;Unkn09;Treshold;31.1814675938794;257.787423162334;RSq (dRn);Slope (dRn)
A07;Unkn17_MST0414_3uL_Qty or ID;Unkn17;Unkn17;Treshold;37.9786066544324;3.94262438967692;RSq (dRn);Slope (dRn)
A08;Unkn17_MST0414_3uL_Qty or ID;Unkn17;Unkn17;Treshold;36.6099855704639;9.14821026263043;RSq (dRn);Slope (dRn)
A09;Unkn17_MST0414_3uL_Qty or ID;Unkn17;Unkn17;Treshold;37.0490043359412;6.98355854489032;RSq (dRn);Slope (dRn)
A10;Unkn25_MST0473_3uL_Qty or ID;Unkn25;Unkn25;Treshold;38.0795809246385;3.70523505077521;RSq (dRn);Slope (dRn)
A11;Unkn25_MST0473_3uL_Qty or ID;Unkn25;Unkn25;Treshold;40.0654786781125;1.09243101289392;RSq (dRn);Slope (dRn)
A12;Unkn25_MST0473_3uL_Qty or ID;Unkn25;Unkn25;Treshold;39.8253197007906;1.26630723211254;RSq (dRn);Slope (dRn)
B01;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;23.3671473759323;30000;RSq (dRn);Slope (dRn)
B02;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;23.3277816218378;30000;RSq (dRn);Slope (dRn)
B03;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;23.2750354708564;30000;RSq (dRn);Slope (dRn)
B04;Unkn10_MST0476_3uL_Qty or ID;Unkn10;Unkn10;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B05;Unkn10_MST0476_3uL_Qty or ID;Unkn10;Unkn10;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B06;Unkn10_MST0476_3uL_Qty or ID;Unkn10;Unkn10;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B07;Unkn18_MST0187_3uL_Qty or ID;Unkn18;Unkn18;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B08;Unkn18_MST0187_3uL_Qty or ID;Unkn18;Unkn18;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B09;Unkn18_MST0187_3uL_Qty or ID;Unkn18;Unkn18;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B10;Unkn26_MST0144_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B11;Unkn26_MST0144_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B12;Unkn26_MST0144_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C01;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;27.2280702594166;3000;RSq (dRn);Slope (dRn)
C02;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;27.2041532159354;3000;RSq (dRn);Slope (dRn)
C03;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;26.6595060336389;3000;RSq (dRn);Slope (dRn)
C04;Unkn11_MST0269_3uL_Qty or ID;Unkn11;Unkn11;Treshold;39.2744572246473;1.77693381318416;RSq (dRn);Slope (dRn)
C05;Unkn11_MST0269_3uL_Qty or ID;Unkn11;Unkn11;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C06;Unkn11_MST0269_3uL_Qty or ID;Unkn11;Unkn11;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C07;Unkn19_MST0483_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C08;Unkn19_MST0483_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C09;Unkn19_MST0483_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C10;Unkn27_MST0188_3uL_Qty or ID;Unkn27;Unkn27;Treshold;33.686682124464;55.2247159540432;RSq (dRn);Slope (dRn)
C11;Unkn27_MST0188_3uL_Qty or ID;Unkn27;Unkn27;Treshold;33.7920436954813;51.7597330476525;RSq (dRn);Slope (dRn)
C12;Unkn27_MST0188_3uL_Qty or ID;Unkn27;Unkn27;Treshold;33.970813147875;46.3707100961961;RSq (dRn);Slope (dRn)
D01;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;29.6962975789265;300;RSq (dRn);Slope (dRn)
D02;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;30.9669220941593;300;RSq (dRn);Slope (dRn)
D03;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;30.6634349746685;300;RSq (dRn);Slope (dRn)
D04;Unkn12_MST0158_3uL_Qty or ID;Unkn12;Unkn12;Treshold;26.9611273137227;3455.33432971025;RSq (dRn);Slope (dRn)
D05;Unkn12_MST0158_3uL_Qty or ID;Unkn12;Unkn12;Treshold;27.4757182087014;2517.94267836018;RSq (dRn);Slope (dRn)
D06;Unkn12_MST0158_3uL_Qty or ID;Unkn12;Unkn12;Treshold;27.3473358561969;2724.80871039321;RSq (dRn);Slope (dRn)
D07;Unkn20_MST0170_3uL_Qty or ID;Unkn20;Unkn20;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D08;Unkn20_MST0170_3uL_Qty or ID;Unkn20;Unkn20;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D09;Unkn20_MST0170_3uL_Qty or ID;Unkn20;Unkn20;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D10;Unkn28_MST0521_3uL_Qty or ID;Unkn28;Unkn28;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D11;Unkn28_MST0521_3uL_Qty or ID;Unkn28;Unkn28;Treshold;48.0320230488778;0.00813909918220192;RSq (dRn);Slope (dRn)
D12;Unkn28_MST0521_3uL_Qty or ID;Unkn28;Unkn28;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E01;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;34.7981533017223;30;RSq (dRn);Slope (dRn)
E02;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;35.1051300692599;30;RSq (dRn);Slope (dRn)
E03;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;35.3973159001831;30;RSq (dRn);Slope (dRn)
E04;Unkn13_MST0129_3uL_Qty or ID;Unkn13;Unkn13;Treshold;36.8782777616328;7.75669747655385;RSq (dRn);Slope (dRn)
E05;Unkn13_MST0129_3uL_Qty or ID;Unkn13;Unkn13;Treshold;37.3758942406305;5.71171311049307;RSq (dRn);Slope (dRn)
E06;Unkn13_MST0129_3uL_Qty or ID;Unkn13;Unkn13;Treshold;39.0326132272534;2.0618942006045;RSq (dRn);Slope (dRn)
E07;Unkn21_MST0173_3uL_Qty or ID;Unkn21;Unkn21;Treshold;27.3620117855174;2700.32578555085;RSq (dRn);Slope (dRn)
E08;Unkn21_MST0173_3uL_Qty or ID;Unkn21;Unkn21;Treshold;27.2376795052149;2914.90625843618;RSq (dRn);Slope (dRn)
E09;Unkn21_MST0173_3uL_Qty or ID;Unkn21;Unkn21;Treshold;27.4279719097313;2592.97660202256;RSq (dRn);Slope (dRn)
E10;Unkn29_MST0498_3uL_Qty or ID;Unkn29;Unkn29;Treshold;39.6230936452768;1.43401102666185;RSq (dRn);Slope (dRn)
E11;Unkn29_MST0498_3uL_Qty or ID;Unkn29;Unkn29;Treshold;38.1271131814334;3.59848895745737;RSq (dRn);Slope (dRn)
E12;Unkn29_MST0498_3uL_Qty or ID;Unkn29;Unkn29;Treshold;39.5309285939368;1.51764166168755;RSq (dRn);Slope (dRn)
F01;Std06_std1E0_3uL_Qty or ID;Std06;Std06;Treshold;39.2050544650753;3;RSq (dRn);Slope (dRn)
F02;Std06_std1E0_3uL_Qty or ID;Std06;Std06;Treshold;36.9535505179076;3;RSq (dRn);Slope (dRn)
F03;Std06_std1E0_3uL_Qty or ID;Std06;Std06;Treshold;39.2522309919518;3;RSq (dRn);Slope (dRn)
F04;Unkn14_MST0300_3uL_Qty or ID;Unkn14;Unkn14;Treshold;32.6768616649993;102.766286616141;RSq (dRn);Slope (dRn)
F05;Unkn14_MST0300_3uL_Qty or ID;Unkn14;Unkn14;Treshold;33.005165800992;83.9774219770992;RSq (dRn);Slope (dRn)
F06;Unkn14_MST0300_3uL_Qty or ID;Unkn14;Unkn14;Treshold;32.4746068577918;116.378229782044;RSq (dRn);Slope (dRn)
F07;Unkn22_MST0164_3uL_Qty or ID;Unkn22;Unkn22;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F08;Unkn22_MST0164_3uL_Qty or ID;Unkn22;Unkn22;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F09;Unkn22_MST0164_3uL_Qty or ID;Unkn22;Unkn22;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F10;Unkn30_MST0430_3uL_Qty or ID;Unkn30;Unkn30;Treshold;33.0990664354318;79.2651388326663;RSq (dRn);Slope (dRn)
F11;Unkn30_MST0430_3uL_Qty or ID;Unkn30;Unkn30;Treshold;33.0689727856517;80.7458226415732;RSq (dRn);Slope (dRn)
F12;Unkn30_MST0430_3uL_Qty or ID;Unkn30;Unkn30;Treshold;33.3202238498025;69.185066890545;RSq (dRn);Slope (dRn)
G01;Std07_std1E-1_3uL_Qty or ID;Std07;Std07;Treshold;NaN;0.3;RSq (dRn);Slope (dRn)
G02;Std07_std1E-1_3uL_Qty or ID;Std07;Std07;Treshold;NaN;0.3;RSq (dRn);Slope (dRn)
G03;Std07_std1E-1_3uL_Qty or ID;Std07;Std07;Treshold;NaN;0.3;RSq (dRn);Slope (dRn)
G04;Unkn15_MST0278_3uL_Qty or ID;Unkn15;Unkn15;Treshold;32.4689031438991;116.787181031049;RSq (dRn);Slope (dRn)
G05;Unkn15_MST0278_3uL_Qty or ID;Unkn15;Unkn15;Treshold;32.4559977572275;117.717797933916;RSq (dRn);Slope (dRn)
G06;Unkn15_MST0278_3uL_Qty or ID;Unkn15;Unkn15;Treshold;32.351391405418;125.539928737933;RSq (dRn);Slope (dRn)
G07;Unkn23_MST0453_3uL_Qty or ID;Unkn23;Unkn23;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G08;Unkn23_MST0453_3uL_Qty or ID;Unkn23;Unkn23;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G09;Unkn23_MST0453_3uL_Qty or ID;Unkn23;Unkn23;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G10;Unkn31_MST0419_3uL_Qty or ID;Unkn31;Unkn31;Treshold;27.7116833644296;2177.8146651914;RSq (dRn);Slope (dRn)
G11;Unkn31_MST0419_3uL_Qty or ID;Unkn31;Unkn31;Treshold;27.7123515627207;2176.91988333723;RSq (dRn);Slope (dRn)
G12;Unkn31_MST0419_3uL_Qty or ID;Unkn31;Unkn31;Treshold;27.7024268033864;2190.24799583643;RSq (dRn);Slope (dRn)
H01;NegCtrl08_std1ENTC_3uL_Qty or ID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H02;NegCtrl08_std1ENTC_3uL_Qty or ID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
