Well;Well Name;Replicate;Well Type;Threshold (dRn);Ct (dRn);Quantity (copies);RSqdRn;Slope (dRn)
A01;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;26.8414451403705;300000;RSq (dRn);Slope (dRn)
A02;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;26.1047507272916;300000;RSq (dRn);Slope (dRn)
A03;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;25.7417460683949;300000;RSq (dRn);Slope (dRn)
A04;Unkn09_MST510_3uL_Qty or ID;Unkn09;Unkn09;Treshold;30.7894840084185;26698.0868936342;RSq (dRn);Slope (dRn)
A05;Unkn09_MST510_3uL_Qty or ID;Unkn09;Unkn09;Treshold;33.2438495546193;5619.71464163985;RSq (dRn);Slope (dRn)
A06;Unkn09_MST510_3uL_Qty or ID;Unkn09;Unkn09;Treshold;33.6831457023382;4251.89861796123;RSq (dRn);Slope (dRn)
A07;Unkn17_MST1010_3uL_Qty or ID;Unkn17;Unkn17;Treshold;30.664631475893;28900.6050418062;RSq (dRn);Slope (dRn)
A08;Unkn17_MST1010_3uL_Qty or ID;Unkn17;Unkn17;Treshold;30.8200516835047;26184.9303114786;RSq (dRn);Slope (dRn)
A09;Unkn17_MST1010_3uL_Qty or ID;Unkn17;Unkn17;Treshold;33.5112117193591;4742.33157442182;RSq (dRn);Slope (dRn)
A10;Unkn25_MST547_3uL_Qty or ID;Unkn25;Unkn25;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A11;Unkn25_MST547_3uL_Qty or ID;Unkn25;Unkn25;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A12;Unkn25_MST547_3uL_Qty or ID;Unkn25;Unkn25;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B01;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;31.4892654286673;30000;RSq (dRn);Slope (dRn)
B02;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;30.7295457235232;30000;RSq (dRn);Slope (dRn)
B03;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;31.4744049007468;30000;RSq (dRn);Slope (dRn)
B04;Unkn10_MST385_3uL_Qty or ID;Unkn10;Unkn10;Treshold;30.9785759849097;23677.7258696491;RSq (dRn);Slope (dRn)
B05;Unkn10_MST385_3uL_Qty or ID;Unkn10;Unkn10;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B06;Unkn10_MST385_3uL_Qty or ID;Unkn10;Unkn10;Treshold;38.9060794935717;154.31672693126;RSq (dRn);Slope (dRn)
B07;Unkn18_MST1013_3uL_Qty or ID;Unkn18;Unkn18;Treshold;31.0817585542518;22176.2681007009;RSq (dRn);Slope (dRn)
B08;Unkn18_MST1013_3uL_Qty or ID;Unkn18;Unkn18;Treshold;31.0577107278841;22517.4601293295;RSq (dRn);Slope (dRn)
B09;Unkn18_MST1013_3uL_Qty or ID;Unkn18;Unkn18;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B10;Unkn26_MST459_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B11;Unkn26_MST459_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B12;Unkn26_MST459_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C01;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;32.4939265758484;3000;RSq (dRn);Slope (dRn)
C02;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;35.3485970184953;3000;RSq (dRn);Slope (dRn)
C03;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;36.0685444491186;3000;RSq (dRn);Slope (dRn)
C04;Unkn11_MST267_3uL_Qty or ID;Unkn11;Unkn11;Treshold;35.0571020432479;1777.16875914957;RSq (dRn);Slope (dRn)
C05;Unkn11_MST267_3uL_Qty or ID;Unkn11;Unkn11;Treshold;35.1816620512157;1642.03548474426;RSq (dRn);Slope (dRn)
C06;Unkn11_MST267_3uL_Qty or ID;Unkn11;Unkn11;Treshold;35.4874864204715;1352.24266939888;RSq (dRn);Slope (dRn)
C07;Unkn19_MST1002_3uL_Qty or ID;Unkn19;Unkn19;Treshold;35.4132434464329;1417.51076883152;RSq (dRn);Slope (dRn)
C08;Unkn19_MST1002_3uL_Qty or ID;Unkn19;Unkn19;Treshold;34.6736766381878;2267.01427263972;RSq (dRn);Slope (dRn)
C09;Unkn19_MST1002_3uL_Qty or ID;Unkn19;Unkn19;Treshold;35.2278764396295;1594.55461612165;RSq (dRn);Slope (dRn)
C10;Unkn27_MST406_3uL_Qty or ID;Unkn27;Unkn27;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C11;Unkn27_MST406_3uL_Qty or ID;Unkn27;Unkn27;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C12;Unkn27_MST406_3uL_Qty or ID;Unkn27;Unkn27;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D01;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;37.3873689392147;300;RSq (dRn);Slope (dRn)
D02;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;39.2748857603368;300;RSq (dRn);Slope (dRn)
D03;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;NaN;300;RSq (dRn);Slope (dRn)
D04;Unkn12_MST350_3uL_Qty or ID;Unkn12;Unkn12;Treshold;32.3252371037709;10069.5979888429;RSq (dRn);Slope (dRn)
D05;Unkn12_MST350_3uL_Qty or ID;Unkn12;Unkn12;Treshold;40.0120202955797;76.4647515476882;RSq (dRn);Slope (dRn)
D06;Unkn12_MST350_3uL_Qty or ID;Unkn12;Unkn12;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D07;Unkn20_MST1051_3uL_Qty or ID;Unkn20;Unkn20;Treshold;31.9959645363427;12410.9673338842;RSq (dRn);Slope (dRn)
D08;Unkn20_MST1051_3uL_Qty or ID;Unkn20;Unkn20;Treshold;32.2071724433837;10853.4357513135;RSq (dRn);Slope (dRn)
D09;Unkn20_MST1051_3uL_Qty or ID;Unkn20;Unkn20;Treshold;38.8495624772551;159.954692479308;RSq (dRn);Slope (dRn)
D10;Unkn28_MST439_3uL_Qty or ID;Unkn28;Unkn28;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D11;Unkn28_MST439_3uL_Qty or ID;Unkn28;Unkn28;Treshold;39.0094866140211;144.510552306717;RSq (dRn);Slope (dRn)
D12;Unkn28_MST439_3uL_Qty or ID;Unkn28;Unkn28;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E01;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;39.7017272143364;30;RSq (dRn);Slope (dRn)
E02;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;NaN;30;RSq (dRn);Slope (dRn)
E03;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;NaN;30;RSq (dRn);Slope (dRn)
E04;Unkn13_MST552_3uL_Qty or ID;Unkn13;Unkn13;Treshold;30.6775817635284;28663.9493162077;RSq (dRn);Slope (dRn)
E05;Unkn13_MST552_3uL_Qty or ID;Unkn13;Unkn13;Treshold;36.8258163628969;578.128015903751;RSq (dRn);Slope (dRn)
E06;Unkn13_MST552_3uL_Qty or ID;Unkn13;Unkn13;Treshold;37.0611652392983;497.884952174916;RSq (dRn);Slope (dRn)
E07;Unkn21_MST1049_3uL_Qty or ID;Unkn21;Unkn21;Treshold;30.8917202721806;25020.1293949511;RSq (dRn);Slope (dRn)
E08;Unkn21_MST1049_3uL_Qty or ID;Unkn21;Unkn21;Treshold;30.8669431656614;25416.8415707167;RSq (dRn);Slope (dRn)
E09;Unkn21_MST1049_3uL_Qty or ID;Unkn21;Unkn21;Treshold;36.0984931745724;917.436156258504;RSq (dRn);Slope (dRn)
E10;Unkn29_MST364_3uL_Qty or ID;Unkn29;Unkn29;Treshold;34.2152075191998;3032.99968644518;RSq (dRn);Slope (dRn)
E11;Unkn29_MST364_3uL_Qty or ID;Unkn29;Unkn29;Treshold;33.4367131381207;4972.034436088;RSq (dRn);Slope (dRn)
E12;Unkn29_MST364_3uL_Qty or ID;Unkn29;Unkn29;Treshold;33.7311721608186;4124.20364916385;RSq (dRn);Slope (dRn)
F01;Std06_std1E0_3uL_Qty or ID;Std06;Std06;Treshold;NaN;3;RSq (dRn);Slope (dRn)
F02;Std06_std1E0_3uL_Qty or ID;Std06;Std06;Treshold;NaN;3;RSq (dRn);Slope (dRn)
F03;Std06_std1E0_3uL_Qty or ID;Std06;Std06;Treshold;NaN;3;RSq (dRn);Slope (dRn)
F04;Unkn14_MST522_3uL_Qty or ID;Unkn14;Unkn14;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F05;Unkn14_MST522_3uL_Qty or ID;Unkn14;Unkn14;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F06;Unkn14_MST522_3uL_Qty or ID;Unkn14;Unkn14;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F07;Unkn22_MST1016_3uL_Qty or ID;Unkn22;Unkn22;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F08;Unkn22_MST1016_3uL_Qty or ID;Unkn22;Unkn22;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F09;Unkn22_MST1016_3uL_Qty or ID;Unkn22;Unkn22;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F10;Unkn30_MST1006_3uL_Qty or ID;Unkn30;Unkn30;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F11;Unkn30_MST1006_3uL_Qty or ID;Unkn30;Unkn30;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F12;Unkn30_MST1006_3uL_Qty or ID;Unkn30;Unkn30;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G01;Std07_std1E-1_3uL_Qty or ID;Std07;Std07;Treshold;NaN;0.3;RSq (dRn);Slope (dRn)
G02;Std07_std1E-1_3uL_Qty or ID;Std07;Std07;Treshold;NaN;0.3;RSq (dRn);Slope (dRn)
G03;Std07_std1E-1_3uL_Qty or ID;Std07;Std07;Treshold;NaN;0.3;RSq (dRn);Slope (dRn)
G04;Unkn15_MST435_3uL_Qty or ID;Unkn15;Unkn15;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G05;Unkn15_MST435_3uL_Qty or ID;Unkn15;Unkn15;Treshold;34.4092333148123;2681.46271044893;RSq (dRn);Slope (dRn)
G06;Unkn15_MST435_3uL_Qty or ID;Unkn15;Unkn15;Treshold;34.4669137164994;2585.03833875464;RSq (dRn);Slope (dRn)
G07;Unkn23_MST356_3uL_Qty or ID;Unkn23;Unkn23;Treshold;37.901410794127;292.038420930726;RSq (dRn);Slope (dRn)
G08;Unkn23_MST356_3uL_Qty or ID;Unkn23;Unkn23;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G09;Unkn23_MST356_3uL_Qty or ID;Unkn23;Unkn23;Treshold;34.4795441698973;2564.39116408451;RSq (dRn);Slope (dRn)
G10;Unkn31_MST156_3uL_Qty or ID;Unkn31;Unkn31;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G11;Unkn31_MST156_3uL_Qty or ID;Unkn31;Unkn31;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G12;Unkn31_MST156_3uL_Qty or ID;Unkn31;Unkn31;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H01;NegCtrl08_std1ENTC_3uL_Qty or ID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H02;NegCtrl08_std1ENTC_3uL_Qty or ID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H03;NegCtrl08_std1ENTC_3uL_Qty or ID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H04;Unkn16_MST1005_3uL_Qty or ID;Unkn16;Unkn16;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H05;Unkn16_MST1005_3uL_Qty or ID;Unkn16;Unkn16;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H06;Unkn16_MST1005_3uL_Qty or ID;Unkn16;Unkn16;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H07;Unkn24_MST1052_3uL_Qty or ID;Unkn24;Unkn24;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H08;Unkn24_MST1052_3uL_Qty or ID;Unkn24;Unkn24;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H09;Unkn24_MST1052_3uL_Qty or ID;Unkn24;Unkn24;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H10;Unkn32_MST535_3uL_Qty or ID;Unkn32;Unkn32;Treshold;37.8462644085807;302.444740232957;RSq (dRn);Slope (dRn)
H11;Unkn32_MST535_3uL_Qty or ID;Unkn32;Unkn32;Treshold;38.2868002857839;228.650855582491;RSq (dRn);Slope (dRn)
H12;Unkn32_MST535_3uL_Qty or ID;Unkn32;Unkn32;Treshold;37.7698949915794;317.47103797337;RSq (dRn);Slope (dRn)
