Well;Well Name;Replicate;Well Type;Threshold (dRn);Ct (dRn);Quantity (copies);RSqdRn;Slope (dRn)
A01;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;26.4730946213721;300000;RSq (dRn);Slope (dRn)
A02;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;26.7299895519718;300000;RSq (dRn);Slope (dRn)
A03;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;26.4858762046215;300000;RSq (dRn);Slope (dRn)
A04;Unkn09_MST510_3uL_Qty or ID;Unkn09;Unkn09;Treshold;34.9218460646377;2133.94601456249;RSq (dRn);Slope (dRn)
A05;Unkn09_MST510_3uL_Qty or ID;Unkn09;Unkn09;Treshold;34.9077782909993;2152.19268448105;RSq (dRn);Slope (dRn)
A06;Unkn09_MST510_3uL_Qty or ID;Unkn09;Unkn09;Treshold;34.9274285828826;2126.7481321979;RSq (dRn);Slope (dRn)
A07;Unkn17_MST1010_3uL_Qty or ID;Unkn17;Unkn17;Treshold;37.1785333492953;544.517506217031;RSq (dRn);Slope (dRn)
A08;Unkn17_MST1010_3uL_Qty or ID;Unkn17;Unkn17;Treshold;37.3139169563096;501.679304927347;RSq (dRn);Slope (dRn)
A09;Unkn17_MST1010_3uL_Qty or ID;Unkn17;Unkn17;Treshold;37.2078598174025;534.937898761454;RSq (dRn);Slope (dRn)
A10;Unkn25_MST547_3uL_Qty or ID;Unkn25;Unkn25;Treshold;28.9479653458565;79327.0843782159;RSq (dRn);Slope (dRn)
A11;Unkn25_MST547_3uL_Qty or ID;Unkn25;Unkn25;Treshold;28.8819389075781;82561.3109925766;RSq (dRn);Slope (dRn)
A12;Unkn25_MST547_3uL_Qty or ID;Unkn25;Unkn25;Treshold;29.022261058217;75839.0389000147;RSq (dRn);Slope (dRn)
B01;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;30.9220492714902;30000;RSq (dRn);Slope (dRn)
B02;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;29.6988074803318;30000;RSq (dRn);Slope (dRn)
B03;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;30.7002151268377;30000;RSq (dRn);Slope (dRn)
B04;Unkn10_MST385_3uL_Qty or ID;Unkn10;Unkn10;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B05;Unkn10_MST385_3uL_Qty or ID;Unkn10;Unkn10;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B06;Unkn10_MST385_3uL_Qty or ID;Unkn10;Unkn10;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B07;Unkn18_MST1013_3uL_Qty or ID;Unkn18;Unkn18;Treshold;26.5696346279673;334631.732396901;RSq (dRn);Slope (dRn)
B08;Unkn18_MST1013_3uL_Qty or ID;Unkn18;Unkn18;Treshold;26.5995288426883;328631.667027416;RSq (dRn);Slope (dRn)
B09;Unkn18_MST1013_3uL_Qty or ID;Unkn18;Unkn18;Treshold;26.847729692159;282793.661116387;RSq (dRn);Slope (dRn)
B10;Unkn26_MST459_3uL_Qty or ID;Unkn26;Unkn26;Treshold;31.7876138034966;14223.8847059391;RSq (dRn);Slope (dRn)
B11;Unkn26_MST459_3uL_Qty or ID;Unkn26;Unkn26;Treshold;31.563217043659;16292.9994867563;RSq (dRn);Slope (dRn)
B12;Unkn26_MST459_3uL_Qty or ID;Unkn26;Unkn26;Treshold;32.166166145109;11311.3780465054;RSq (dRn);Slope (dRn)
C01;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;35.0528532654331;3000;RSq (dRn);Slope (dRn)
C02;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;34.5365366884838;3000;RSq (dRn);Slope (dRn)
C03;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;35.3577210868544;3000;RSq (dRn);Slope (dRn)
C04;Unkn11_MST267_3uL_Qty or ID;Unkn11;Unkn11;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C05;Unkn11_MST267_3uL_Qty or ID;Unkn11;Unkn11;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C06;Unkn11_MST267_3uL_Qty or ID;Unkn11;Unkn11;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C07;Unkn19_MST1002_3uL_Qty or ID;Unkn19;Unkn19;Treshold;34.5213278943911;2719.31717159527;RSq (dRn);Slope (dRn)
C08;Unkn19_MST1002_3uL_Qty or ID;Unkn19;Unkn19;Treshold;34.5602585785126;2655.99291308778;RSq (dRn);Slope (dRn)
C09;Unkn19_MST1002_3uL_Qty or ID;Unkn19;Unkn19;Treshold;34.7870639151364;2315.31985257089;RSq (dRn);Slope (dRn)
C10;Unkn27_MST406_3uL_Qty or ID;Unkn27;Unkn27;Treshold;38.3684521353825;264.9970219723;RSq (dRn);Slope (dRn)
C11;Unkn27_MST406_3uL_Qty or ID;Unkn27;Unkn27;Treshold;37.4921074177281;450.389978266894;RSq (dRn);Slope (dRn)
C12;Unkn27_MST406_3uL_Qty or ID;Unkn27;Unkn27;Treshold;37.96147932608;339.011191858447;RSq (dRn);Slope (dRn)
D01;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;40.3180705207211;300;RSq (dRn);Slope (dRn)
D02;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;36.0509675546564;300;RSq (dRn);Slope (dRn)
D03;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;37.6551545849014;300;RSq (dRn);Slope (dRn)
D04;Unkn12_MST350_3uL_Qty or ID;Unkn12;Unkn12;Treshold;33.5769141907162;4816.14510402105;RSq (dRn);Slope (dRn)
D05;Unkn12_MST350_3uL_Qty or ID;Unkn12;Unkn12;Treshold;33.2836770185901;5751.44705835273;RSq (dRn);Slope (dRn)
D06;Unkn12_MST350_3uL_Qty or ID;Unkn12;Unkn12;Treshold;33.4630570605696;5159.7300063083;RSq (dRn);Slope (dRn)
D07;Unkn20_MST1051_3uL_Qty or ID;Unkn20;Unkn20;Treshold;25.1452178795637;792457.358947148;RSq (dRn);Slope (dRn)
D08;Unkn20_MST1051_3uL_Qty or ID;Unkn20;Unkn20;Treshold;25.4773915803677;648132.575525892;RSq (dRn);Slope (dRn)
D09;Unkn20_MST1051_3uL_Qty or ID;Unkn20;Unkn20;Treshold;25.4888159323924;643666.567637759;RSq (dRn);Slope (dRn)
