Well;Well Name;Replicate;Well Type;Threshold (dRn);Ct (dRn);Quantity (copies);RSqdRn;Slope (dRn)
A01;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;24.8400781674046;300000;RSq (dRn);Slope (dRn)
A02;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;24.7323824190664;300000;RSq (dRn);Slope (dRn)
A03;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;24.7154382212169;300000;RSq (dRn);Slope (dRn)
A04;Unkn09_MST0379_3uL_Qty or ID;Unkn09;Unkn09;Treshold;35.3905167072158;658.670367351591;RSq (dRn);Slope (dRn)
A05;Unkn09_MST0379_3uL_Qty or ID;Unkn09;Unkn09;Treshold;35.4301879682045;643.765302074822;RSq (dRn);Slope (dRn)
A06;Unkn09_MST0379_3uL_Qty or ID;Unkn09;Unkn09;Treshold;35.738112813916;538.976472861671;RSq (dRn);Slope (dRn)
A07;Unkn17_MST0530_3uL_Qty or ID;Unkn17;Unkn17;Treshold;37.3040676109536;218.365127440583;RSq (dRn);Slope (dRn)
A08;Unkn17_MST0530_3uL_Qty or ID;Unkn17;Unkn17;Treshold;37.2454921568495;225.871133156292;RSq (dRn);Slope (dRn)
A09;Unkn17_MST0530_3uL_Qty or ID;Unkn17;Unkn17;Treshold;38.2504098920606;126.489692506589;RSq (dRn);Slope (dRn)
A10;Unkn25_MST0353_3uL_Qty or ID;Unkn25;Unkn25;Treshold;37.9990712599695;146.229130443084;RSq (dRn);Slope (dRn)
A11;Unkn25_MST0353_3uL_Qty or ID;Unkn25;Unkn25;Treshold;37.2644392729566;223.41539114454;RSq (dRn);Slope (dRn)
A12;Unkn25_MST0353_3uL_Qty or ID;Unkn25;Unkn25;Treshold;38.0449506444957;142.40910164951;RSq (dRn);Slope (dRn)
B01;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;28.7169505187137;30000;RSq (dRn);Slope (dRn)
B02;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;28.7372214787734;30000;RSq (dRn);Slope (dRn)
B03;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;28.3784126708867;30000;RSq (dRn);Slope (dRn)
B04;Unkn10_MST0367_3uL_Qty or ID;Unkn10;Unkn10;Treshold;38.7351063911644;95.6319730085464;RSq (dRn);Slope (dRn)
B05;Unkn10_MST0367_3uL_Qty or ID;Unkn10;Unkn10;Treshold;39.511972999802;61.085910942836;RSq (dRn);Slope (dRn)
B06;Unkn10_MST0367_3uL_Qty or ID;Unkn10;Unkn10;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B07;Unkn18_MST0384_3uL_Qty or ID;Unkn18;Unkn18;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B08;Unkn18_MST0384_3uL_Qty or ID;Unkn18;Unkn18;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B09;Unkn18_MST0384_3uL_Qty or ID;Unkn18;Unkn18;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B10;Unkn26_MST0378_3uL_Qty or ID;Unkn26;Unkn26;Treshold;39.9214703396249;48.2316298945603;RSq (dRn);Slope (dRn)
B11;Unkn26_MST0378_3uL_Qty or ID;Unkn26;Unkn26;Treshold;40.7793781768981;29.4010679428727;RSq (dRn);Slope (dRn)
B12;Unkn26_MST0378_3uL_Qty or ID;Unkn26;Unkn26;Treshold;38.9187872923951;86.015670470966;RSq (dRn);Slope (dRn)
C01;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;33.1558784994599;3000;RSq (dRn);Slope (dRn)
C02;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;33.1498131131731;3000;RSq (dRn);Slope (dRn)
C03;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;32.7517260471041;3000;RSq (dRn);Slope (dRn)
C04;Unkn11_MST0502_3uL_Qty or ID;Unkn11;Unkn11;Treshold;36.2986563854799;390.043040087255;RSq (dRn);Slope (dRn)
C05;Unkn11_MST0502_3uL_Qty or ID;Unkn11;Unkn11;Treshold;34.9054973914952;871.366853960339;RSq (dRn);Slope (dRn)
C06;Unkn11_MST0502_3uL_Qty or ID;Unkn11;Unkn11;Treshold;35.3204530708509;685.842201855067;RSq (dRn);Slope (dRn)
C07;Unkn19_MST0386_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C08;Unkn19_MST0386_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C09;Unkn19_MST0386_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C10;Unkn27_MST0551_3uL_Qty or ID;Unkn27;Unkn27;Treshold;34.7651928383282;944.838575779654;RSq (dRn);Slope (dRn)
C11;Unkn27_MST0551_3uL_Qty or ID;Unkn27;Unkn27;Treshold;35.3235109697103;684.633233827106;RSq (dRn);Slope (dRn)
C12;Unkn27_MST0551_3uL_Qty or ID;Unkn27;Unkn27;Treshold;35.5523915313847;599.938330412085;RSq (dRn);Slope (dRn)
D01;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;37.114469585033;300;RSq (dRn);Slope (dRn)
D02;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;36.2811330453146;300;RSq (dRn);Slope (dRn)
D03;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;36.9967062096513;300;RSq (dRn);Slope (dRn)
D04;Unkn12_MST0462_3uL_Qty or ID;Unkn12;Unkn12;Treshold;37.8383246751693;160.44001953164;RSq (dRn);Slope (dRn)
D05;Unkn12_MST0462_3uL_Qty or ID;Unkn12;Unkn12;Treshold;39.0171693232405;81.2691401449869;RSq (dRn);Slope (dRn)
D06;Unkn12_MST0462_3uL_Qty or ID;Unkn12;Unkn12;Treshold;39.9378295546048;47.7785268608866;RSq (dRn);Slope (dRn)
D07;Unkn20_MST0377_3uL_Qty or ID;Unkn20;Unkn20;Treshold;38.6516608167478;100.348839005118;RSq (dRn);Slope (dRn)
