Well;Well Name;Replicate;Well Type;Threshold (dRn);Ct (dRn);Quantity (copies);RSqdRn;Slope (dRn)
A01;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;18.6705058873907;300000;RSq (dRn);Slope (dRn)
A02;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;18.7466089830632;300000;RSq (dRn);Slope (dRn)
A03;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;18.4288128433594;300000;RSq (dRn);Slope (dRn)
A04;Unkn09_MST1023_3uL_Qty or ID;Unkn09;Unkn09;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A05;Unkn09_MST1023_3uL_Qty or ID;Unkn09;Unkn09;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A06;Unkn09_MST1023_3uL_Qty or ID;Unkn09;Unkn09;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A07;Unkn17_MST147_3uL_Qty or ID;Unkn17;Unkn17;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A08;Unkn17_MST147_3uL_Qty or ID;Unkn17;Unkn17;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A09;Unkn17_MST147_3uL_Qty or ID;Unkn17;Unkn17;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A10;Unkn25_NaN_3uL_Qty or ID;Unkn25;Unkn25;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A11;Unkn25_NaN_3uL_Qty or ID;Unkn25;Unkn25;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A12;Unkn25_NaN_3uL_Qty or ID;Unkn25;Unkn25;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B01;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;22.2424533001128;30000;RSq (dRn);Slope (dRn)
B02;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;22.1403820386109;30000;RSq (dRn);Slope (dRn)
B03;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;21.7752584482528;30000;RSq (dRn);Slope (dRn)
B04;Unkn10_MST082_3uL_Qty or ID;Unkn10;Unkn10;Treshold;39.7617532762454;0.958926202960725;RSq (dRn);Slope (dRn)
B05;Unkn10_MST082_3uL_Qty or ID;Unkn10;Unkn10;Treshold;40.1023066637188;0.785146757074908;RSq (dRn);Slope (dRn)
B06;Unkn10_MST082_3uL_Qty or ID;Unkn10;Unkn10;Treshold;40.3578841042936;0.675746296054396;RSq (dRn);Slope (dRn)
B07;Unkn18_MST452_3uL_Qty or ID;Unkn18;Unkn18;Treshold;34.7066760219635;18.6521718609389;RSq (dRn);Slope (dRn)
B08;Unkn18_MST452_3uL_Qty or ID;Unkn18;Unkn18;Treshold;34.3119928676988;23.5161254206958;RSq (dRn);Slope (dRn)
B09;Unkn18_MST452_3uL_Qty or ID;Unkn18;Unkn18;Treshold;34.2370735031432;24.5735961466614;RSq (dRn);Slope (dRn)
B10;Unkn26_NaN_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B11;Unkn26_NaN_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B12;Unkn26_NaN_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C01;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;26.0665073982927;3000;RSq (dRn);Slope (dRn)
C02;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;26.0307983967963;3000;RSq (dRn);Slope (dRn)
