ScientificName;AphiaID;Synonym;SynonymID;Kingdom;Phylum;Class;Order;Family;Genus;locality;locationID;higherGeography;higherGeographyID;recordStatus;typeStatus;establishmentMeans;decimalLatitude;decimalLongitude;qualityStatus
Coscinodiscus radiatus;149158;Coscinodiscus radiatus;149158;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Nieuwpoort;http://marineregions.org/mrgid/90;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus radiatus;149158;Coscinodiscus radiatus;149158;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Blankenberge;http://marineregions.org/mrgid/31;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus radiatus;149158;Coscinodiscus radiatus;149158;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Oostende;http://marineregions.org/mrgid/25;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus radiatus;149158;Coscinodiscus radiatus;149158;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus radiatus;149158;Coscinodiscus radiatus;149158;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus radiatus;149158;Coscinodiscus radiatus;149158;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus radiatus;149158;Coscinodiscus radiatus;149158;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus radiatus;149158;Coscinodiscus radiatus;149158;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus radiatus;149158;Coscinodiscus radiatus;149158;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus radiatus;149158;Coscinodiscus radiatus;149158;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Swedish Exclusive Economic Zone;http://marineregions.org/mrgid/5694;Sweden;http://marineregions.org/mrgid/2180;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus stellaris;149263;Coscinodiscus stellaris;149263;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Nieuwpoort;http://marineregions.org/mrgid/90;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus stellaris;149263;Coscinodiscus stellaris;149263;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus stellaris;149263;Coscinodiscus stellaris;149263;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Gulf of Maine;http://marineregions.org/mrgid/8940;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus subbulliens;163191;Coscinodiscus subbulliens;163191;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Swedish Exclusive Economic Zone;http://marineregions.org/mrgid/5694;Sweden;http://marineregions.org/mrgid/2180;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus subtilis;163473;Coscinodiscus subtilis;163473;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Baltic sea;http://marineregions.org/mrgid/2401;Baltic Sea;http://marineregions.org/mrgid/2401;valid;NA;Alien;NA;NA;unreviewed
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;unreviewed
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;English Channel;http://marineregions.org/mrgid/2389;English Channel;http://marineregions.org/mrgid/2389;valid;NA;Alien;NA;NA;unreviewed
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Helgoland;http://marineregions.org/mrgid/3429;Germany;http://marineregions.org/mrgid/2101;valid;NA;Alien;NA;NA;unreviewed
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Norwegian Exclusive Economic Zone;http://marineregions.org/mrgid/5686;Norway;http://marineregions.org/mrgid/2252;valid;NA;Alien;NA;NA;trusted
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;North Coast of France;http://marineregions.org/mrgid/14304;France;http://marineregions.org/mrgid/17;valid;NA;Alien;NA;NA;unreviewed
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Waddeneilanden;http://marineregions.org/mrgid/3667;Netherlands;http://marineregions.org/mrgid/15;valid;NA;Alien;NA;NA;unreviewed
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;German Bight;http://marineregions.org/mrgid/3427;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;unreviewed
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Belt Sea;http://marineregions.org/mrgid/3294;Baelt Sea;http://marineregions.org/mrgid/3294;valid;NA;Alien;NA;NA;unreviewed
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Gulf of Maine;http://marineregions.org/mrgid/8940;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Belgian Coast;http://marineregions.org/mrgid/2550;Belgium;http://marineregions.org/mrgid/14;valid;NA;Alien;NA;NA;unreviewed
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Belgian Coast;http://marineregions.org/mrgid/2550;Belgium;http://marineregions.org/mrgid/14;valid;NA;Alien;NA;NA;unreviewed
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Gulf of Maine;http://marineregions.org/mrgid/8940;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Swedish Exclusive Economic Zone;http://marineregions.org/mrgid/5694;Sweden;http://marineregions.org/mrgid/2180;valid;NA;NA;NA;NA;unreviewed
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;United Kingdom part of the English Channel;http://marineregions.org/mrgid/25217;English Channel;http://marineregions.org/mrgid/2389;valid;NA;Alien;NA;NA;trusted
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Norway;http://marineregions.org/mrgid/2252;Norway;http://marineregions.org/mrgid/2252;valid;NA;Alien;NA;NA;trusted
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;trusted
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Belgian part of the North Sea;http://marineregions.org/mrgid/26567;Belgium;http://marineregions.org/mrgid/14;valid;NA;Alien;NA;NA;trusted
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Swedish part of the Kattegat;http://marineregions.org/mrgid/25225;Kattegat;http://marineregions.org/mrgid/2374;valid;NA;Alien;NA;NA;trusted
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Swedish part of the Skagerrak;http://marineregions.org/mrgid/25228;Skagerrak;http://marineregions.org/mrgid/2379;valid;NA;Alien;NA;NA;trusted
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;United Kingdom;http://marineregions.org/mrgid/2208;United Kingdom;http://marineregions.org/mrgid/2208;valid;NA;Alien;NA;NA;trusted
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Germany;http://marineregions.org/mrgid/2101;Germany;http://marineregions.org/mrgid/2101;valid;NA;Alien;NA;NA;trusted
Crepidula atrasolea;419702;Crepidula atrasolea;419702;Animalia;Mollusca;Gastropoda;Littorinimorpha;Calyptraeidae;Crepidula;Florida Keys;http://marineregions.org/mrgid/8965;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;checked
Crepidula goreensis;224448;Crepidula goreensis;224448;Animalia;Mollusca;Gastropoda;Littorinimorpha;Calyptraeidae;Crepidula;Banc d'Arguin;http://marineregions.org/mrgid/5071;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Crepidula porcellana;138965;Crepidula porcellana;138965;Animalia;Mollusca;Gastropoda;Littorinimorpha;Calyptraeidae;Crepidula;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Mitrella broderipii;139197;Mitrella broderipii;139197;Animalia;Mollusca;Gastropoda;Neogastropoda;Columbellidae;Mitrella;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Mitrella bruggeni;139198;Mitrella bruggeni;139198;Animalia;Mollusca;Gastropoda;Neogastropoda;Columbellidae;Mitrella;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Mitrella dissimilis;160380;Mitrella dissimilis;160380;Animalia;Mollusca;Gastropoda;Neogastropoda;Columbellidae;Mitrella;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Mitrella dissimilis;160380;Mitrella dissimilis;160380;Animalia;Mollusca;Gastropoda;Neogastropoda;Columbellidae;Mitrella;Gulf of Maine;http://marineregions.org/mrgid/8940;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Mitrella guerreiroi;225016;Mitrella guerreiroi;225016;Animalia;Mollusca;Gastropoda;Neogastropoda;Columbellidae;Mitrella;Sal Island;http://marineregions.org/mrgid/9138;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Mitrella minor;139200;Mitrella minor;139200;Animalia;Mollusca;Gastropoda;Neogastropoda;Columbellidae;Mitrella;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Mitrella multilineata;160384;Mitrella multilineata;160384;Animalia;Mollusca;Gastropoda;Neogastropoda;Columbellidae;Mitrella;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Mitrella nitidulina;139201;Mitrella nitidulina;139201;Animalia;Mollusca;Gastropoda;Neogastropoda;Columbellidae;Mitrella;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Mitrella nitidulina;139201;Mitrella nitidulina;139201;Animalia;Mollusca;Gastropoda;Neogastropoda;Columbellidae;Mitrella;Madeiran part of the North Atlantic Ocean;http://marineregions.org/mrgid/25320;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;32.966666666667;-16.433333333333;checked
Mitrella nitidulina;139201;Mitrella nitidulina;139201;Animalia;Mollusca;Gastropoda;Neogastropoda;Columbellidae;Mitrella;Azores part of the North Atlantic Ocean;http://marineregions.org/mrgid/25318;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;39.316666666667;-33.783333333333;checked
Mitrella nitidulina;139201;Mitrella nitidulina;139201;Animalia;Mollusca;Gastropoda;Neogastropoda;Columbellidae;Mitrella;Azores part of the North Atlantic Ocean;http://marineregions.org/mrgid/25318;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;37.95;-26.133333333333;checked
Mitrella pura;160386;Mitrella pura;160386;Animalia;Mollusca;Gastropoda;Neogastropoda;Columbellidae;Mitrella;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Mitrella rac;139205;Mitrella rac;139205;Animalia;Mollusca;Gastropoda;Neogastropoda;Columbellidae;Mitrella;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Mitrella rosacea;139206;Mitrella rosacea;139206;Animalia;Mollusca;Gastropoda;Neogastropoda;Columbellidae;Mitrella;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Dasya baillouviana;144714;Dasya baillouviana;144714;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Dasya baillouviana;144714;Dasya baillouviana;144714;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Dasya baillouviana;144714;Dasya baillouviana;144714;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;Zeeland;http://marineregions.org/mrgid/19;Netherlands;http://marineregions.org/mrgid/15;valid;NA;NA;NA;NA;unreviewed
Dasya baillouviana;144714;Dasya baillouviana;144714;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;Baltic sea;http://marineregions.org/mrgid/2401;Baltic Sea;http://marineregions.org/mrgid/2401;valid;NA;Alien;NA;NA;unreviewed
Dasya baillouviana;144714;Dasya baillouviana;144714;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;unreviewed
Dasya baillouviana;144714;Dasya baillouviana;144714;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;German Bight;http://marineregions.org/mrgid/3427;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;unreviewed
Dasya baillouviana;144714;Dasya baillouviana;144714;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;Belt Sea;http://marineregions.org/mrgid/3294;Baelt Sea;http://marineregions.org/mrgid/3294;valid;NA;Alien;NA;NA;unreviewed
Dasya baillouviana;144714;Dasya baillouviana;144714;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;Gulf of Maine;http://marineregions.org/mrgid/8940;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Dasya baillouviana;144714;Dasya baillouviana;144714;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;Azores Exclusive Economic Zone;http://marineregions.org/mrgid/8361;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Dasya baillouviana;144714;Dasya baillouviana;144714;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;Swedish Exclusive Economic Zone;http://marineregions.org/mrgid/5694;Sweden;http://marineregions.org/mrgid/2180;valid;NA;NA;NA;NA;unreviewed
Dasya baillouviana;144714;Dasya baillouviana;144714;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;Dutch part of the North Sea;http://marineregions.org/mrgid/25232;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;trusted
Dasya baillouviana;144714;Dasya baillouviana;144714;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;trusted
Dasya baillouviana;144714;Dasya baillouviana;144714;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;Swedish part of the Kattegat;http://marineregions.org/mrgid/25225;Kattegat;http://marineregions.org/mrgid/2374;valid;NA;Alien;NA;NA;trusted
Dasya baillouviana;144714;Dasya baillouviana;144714;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;Swedish part of the Skagerrak;http://marineregions.org/mrgid/25228;Skagerrak;http://marineregions.org/mrgid/2379;valid;NA;Alien;NA;NA;trusted
Dasya baillouviana;144714;Dasya baillouviana;144714;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;Denmark;http://marineregions.org/mrgid/2157;Denmark;http://marineregions.org/mrgid/2157;valid;NA;Alien;NA;NA;trusted
Dasya baillouviana;144714;Dasya baillouviana;144714;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;Norway;http://marineregions.org/mrgid/2252;Norway;http://marineregions.org/mrgid/2252;valid;NA;Alien;NA;NA;trusted
Dasya baillouviana;144714;Dasya baillouviana;144714;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;Germany;http://marineregions.org/mrgid/2101;Germany;http://marineregions.org/mrgid/2101;valid;NA;Alien;NA;NA;trusted
Dasya caraibica;146356;Dasya caraibica;146356;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Dasya corallicola;144715;Dasya corallicola;144715;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Dasya corymbifera;144716;Dasya corymbifera;144716;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Dasya corymbifera;144716;Dasya corymbifera;144716;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;Wimereux;http://marineregions.org/mrgid/979;France;http://marineregions.org/mrgid/17;valid;NA;NA;NA;NA;unreviewed
Dasya corymbifera;144716;Dasya corymbifera;144716;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;Azores Exclusive Economic Zone;http://marineregions.org/mrgid/8361;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Dasya crouaniana;144717;Dasya crouaniana;144717;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Dasya elongata;144718;Dasya elongata;144718;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Dasya ocellata;144720;Dasya ocellata;144720;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Dasya ocellata;144720;Dasya ocellata;144720;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;Azores Exclusive Economic Zone;http://marineregions.org/mrgid/8361;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Dasya rigidula;144722;Dasya rigidula;144722;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Dasya villosa;144723;Dasya villosa;144723;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dasya;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Citharistes regius;109602;Citharistes regius;109602;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysaceae;Citharistes;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Dinophysis acuminata;109603;Dinophysis acuminata;109603;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysaceae;Dinophysis;European waters (ERMS scope);http://marineregions.org/mrgid/7130;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Dinophysis acuminata;109603;Dinophysis acuminata;109603;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysaceae;Dinophysis;North West Atlantic;http://marineregions.org/mrgid/7135;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Dinophysis acuminata;109603;Dinophysis acuminata;109603;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysaceae;Dinophysis;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;unreviewed
Dinophysis acuminata;109603;Dinophysis acuminata;109603;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysaceae;Dinophysis;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;unreviewed
Dinophysis acuminata;109603;Dinophysis acuminata;109603;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysaceae;Dinophysis;Blankenberge;http://marineregions.org/mrgid/31;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;unreviewed
Dinophysis acuminata;109603;Dinophysis acuminata;109603;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysaceae;Dinophysis;North East Atlantic;http://marineregions.org/mrgid/5664;North Atlantic Ocean;http://marineregions.org/mrgid/1912;valid;NA;NA;NA;NA;unreviewed
Dinophysis acuminata;109603;Dinophysis acuminata;109603;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysaceae;Dinophysis;Oostende;http://marineregions.org/mrgid/25;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;unreviewed
